student_id,age,gender,study_time,attendance,parental_education,internet_access,previous_marks,marks,final_result
1761,18,Male,1.6,94.0,High School,No,44.0,28.7,Fail
1762,18,Female,2.8,73.8,High School,Yes,59.6,43.0,Pass
1763,18,Male,2.8,98.4,Bachelor's,Yes,72.5,64.4,Pass
1764,20,Male,1.6,65.9,Bachelor's,Yes,64.8,66.5,Pass
1765,17,Male,3.7,99.1,High School,Yes,62.9,45.1,Pass
1766,19,Male,3.5,78.1,PhD,No,59.4,49.9,Pass
1767,20,Female,2.9,79.5,Bachelor's,Yes,72.2,49.6,Pass
1768,21,Male,,62.2,Diploma,Yes,66.4,41.0,Pass
1769,19,Male,4.6,77.2,Bachelor's,Yes,62.1,48.0,Pass
1770,20,Male,5.4,71.1,Bachelor's,Yes,84.6,59.4,Pass
1771,18,Male,2.5,75.6,High School,Yes,62.1,44.4,Pass
1772,20,Female,2.4,80.6,Diploma,Yes,73.7,43.4,Pass
1773,18,Female,3.9,92.1,Master's,Yes,78.1,70.0,Pass
1774,19,Female,2.7,84.2,Bachelor's,Yes,49.2,41.6,Pass
1775,20,Female,3.0,85.2,Bachelor's,Yes,69.6,56.9,Pass
1776,18,Male,4.2,70.5,Bachelor's,Yes,79.4,57.2,Pass
1777,18,Female,0.6,72.8,High School,Yes,46.1,27.1,Fail
1778,20,Male,5.0,100.0,High School,Yes,76.5,66.7,Pass
1779,20,Male,3.3,,Bachelor's,Yes,67.2,43.8,Pass
1780,20,Female,2.6,99.4,High School,Yes,46.6,38.4,Fail
1781,20,Male,3.1,79.4,High School,Yes,78.8,51.2,Pass
1782,19,Female,3.1,82.0,Master's,Yes,65.0,46.2,Pass
1783,18,Male,0.9,93.2,PhD,No,70.1,35.3,Fail
1784,19,Female,5.2,95.4,Master's,Yes,84.2,80.4,Pass
1785,18,Female,3.3,80.8,Master's,Yes,82.7,58.1,Pass
1786,21,Female,3.8,77.9,Diploma,Yes,73.0,63.5,Pass
1787,19,Female,4.5,81.4,PhD,No,74.8,66.4,Pass
1788,19,Female,1.8,85.5,High School,Yes,55.0,32.2,Fail
1789,19,Male,3.8,91.4,PhD,Yes,85.4,61.0,Pass
1790,21,Male,2.8,82.0,PhD,No,55.1,60.0,Pass
1791,18,Male,4.3,88.5,Bachelor's,Yes,82.3,77.2,Pass
1792,19,Female,0.5,99.2,PhD,Yes,59.6,45.3,Pass
1793,19,Male,3.1,86.0,Bachelor's,Yes,81.5,63.1,Pass
1794,19,Female,2.4,85.3,Diploma,Yes,67.8,46.4,Pass
1795,17,Male,3.8,66.1,Bachelor's,Yes,73.1,57.4,Pass
1796,21,Male,3.8,54.4,Bachelor's,Yes,64.9,42.8,Pass
1797,21,Female,2.2,86.1,High School,Yes,49.9,25.6,Fail
1798,19,Male,2.2,81.0,Bachelor's,Yes,59.4,36.5,Fail
1799,20,Male,3.1,76.6,PhD,Yes,76.9,58.4,Pass
1800,21,Male,2.0,84.6,High School,Yes,64.0,38.8,Fail
1801,20,Female,4.3,81.4,Master's,Yes,86.3,67.1,Pass
1802,18,Female,2.7,93.8,Master's,Yes,77.6,53.5,Pass
1803,19,Male,0.5,82.9,Master's,Yes,54.4,33.6,Fail
1804,19,Male,2.7,74.2,PhD,Yes,62.8,54.0,Pass
1805,19,Male,1.8,92.4,Bachelor's,Yes,69.2,53.6,Pass
1806,20,Female,1.0,79.7,PhD,Yes,45.6,34.8,Fail
1807,21,Female,1.5,87.5,Master's,Yes,81.0,63.6,Pass
1808,21,Male,3.3,77.0,High School,Yes,69.0,54.3,Pass
1809,19,Male,5.0,75.2,Bachelor's,Yes,85.5,76.3,Pass
1810,18,Male,3.6,82.9,Bachelor's,No,57.9,43.1,Pass
1811,22,Female,2.4,82.1,Diploma,Yes,75.4,51.5,Pass
1812,20,Female,3.8,87.0,Bachelor's,Yes,92.5,61.5,Pass
1813,18,Male,2.6,79.2,Bachelor's,Yes,56.8,41.6,Pass
1814,21,Male,2.3,62.7,High School,Yes,63.0,48.3,Pass
1815,21,Male,1.6,77.5,Bachelor's,Yes,62.8,53.2,Pass
1816,19,Female,0.8,90.3,Master's,Yes,53.3,46.7,Pass
1817,19,Male,2.7,78.9,Bachelor's,Yes,71.6,41.5,Pass
1818,19,Female,3.4,79.4,High School,Yes,73.3,61.5,Pass
1819,17,Female,3.1,92.4,High School,Yes,64.8,39.3,Fail
1820,19,Male,2.6,74.5,Diploma,Yes,73.2,57.9,Pass
1821,20,Male,1.9,65.8,Master's,No,46.9,30.0,Fail
1822,17,Male,4.0,,Diploma,Yes,59.3,53.6,Pass
1823,19,Female,1.4,76.9,Bachelor's,Yes,62.9,35.4,Fail
1824,19,Female,4.2,71.9,Diploma,Yes,69.6,61.5,Pass
1825,19,Female,1.8,80.2,Diploma,Yes,56.7,31.8,Fail
1826,21,Female,2.2,87.2,Master's,Yes,76.8,53.0,Pass
1827,19,Male,1.2,81.9,Bachelor's,Yes,66.9,40.4,Pass
1828,19,Female,2.5,85.2,High School,Yes,71.7,40.7,Pass
1829,20,Female,4.5,100.0,Bachelor's,Yes,80.6,68.3,Pass
1830,19,Male,3.9,78.4,High School,Yes,73.1,67.2,Pass
1831,18,Female,4.5,84.9,Bachelor's,Yes,73.2,77.7,Pass
1832,19,Female,3.9,76.7,Bachelor's,Yes,88.2,66.3,Pass
1833,18,Female,1.7,73.1,High School,Yes,51.3,42.9,Pass
1834,18,Female,2.8,75.9,Diploma,Yes,81.9,59.4,Pass
1835,19,Female,2.1,77.0,Diploma,Yes,62.9,48.4,Pass
1836,19,Female,5.0,85.8,Master's,Yes,70.1,58.8,Pass
1837,21,Male,1.6,100.0,PhD,Yes,83.9,64.1,Pass
1838,19,Male,4.4,74.5,High School,Yes,70.0,57.8,Pass
1839,19,Female,4.4,77.6,Master's,Yes,82.8,61.3,Pass
1840,20,Male,5.7,81.3,Diploma,Yes,88.2,70.3,Pass
1841,17,Male,2.6,86.2,Diploma,Yes,70.3,52.3,Pass
1842,20,Male,4.2,84.8,Master's,No,70.8,61.9,Pass
1843,18,Male,6.3,95.5,Master's,Yes,95.0,74.1,Pass
1844,22,Female,2.4,56.5,PhD,Yes,62.3,43.5,Pass
1845,18,Female,1.1,56.9,Bachelor's,Yes,59.7,49.8,Pass
1846,19,Male,0.7,76.8,Diploma,Yes,39.7,35.3,Fail
1847,18,Male,4.2,93.5,Master's,Yes,83.9,77.1,Pass
1848,22,Male,0.7,65.6,Diploma,Yes,48.3,30.7,Fail
1849,19,Female,2.7,50.4,Bachelor's,No,69.8,46.0,Pass
1850,19,Female,3.8,88.0,Diploma,No,75.9,63.7,Pass
1851,17,Male,3.4,84.6,Bachelor's,Yes,74.2,67.9,Pass
1852,20,Female,3.8,70.6,Diploma,Yes,71.3,40.8,Pass
1853,18,Female,3.5,71.7,High School,No,54.6,31.3,Fail
1854,21,Female,4.9,71.8,Master's,Yes,89.2,77.5,Pass
1855,18,Female,1.9,83.2,High School,Yes,77.8,51.8,Pass
1856,18,Male,,75.4,Bachelor's,Yes,68.1,45.0,Pass
1857,17,Female,2.2,87.2,Diploma,Yes,79.0,48.7,Pass
1858,19,Male,4.3,52.0,High School,Yes,56.9,38.3,Fail
1859,19,Female,4.4,73.0,High School,Yes,62.2,40.4,Pass
1860,17,Female,3.8,70.2,High School,Yes,65.6,62.8,Pass
1861,20,Female,4.8,79.3,Master's,Yes,81.7,65.7,Pass
1862,19,Female,1.6,76.4,Diploma,Yes,57.3,40.0,Pass
1863,19,Male,5.5,90.4,PhD,Yes,89.8,79.0,Pass
1864,19,Female,5.3,62.5,Bachelor's,Yes,75.3,65.6,Pass
1865,19,Female,4.2,82.5,Bachelor's,Yes,66.8,61.5,Pass
1866,19,Female,5.6,87.9,Bachelor's,Yes,86.3,78.6,Pass
1867,18,Male,1.0,100.0,Bachelor's,No,72.5,46.5,Pass
1868,18,Male,2.5,76.9,Master's,No,67.6,46.4,Pass
1869,21,Male,2.2,85.4,Diploma,Yes,74.9,59.1,Pass
1870,21,Female,4.2,63.1,Diploma,Yes,56.9,41.4,Pass
1871,19,Female,1.8,56.9,Master's,Yes,62.8,42.0,Pass
1872,18,Male,4.2,90.9,Master's,Yes,70.1,62.4,Pass
1873,20,Male,5.1,81.9,Master's,No,69.3,62.7,Pass
1874,19,Female,4.1,94.4,Bachelor's,No,71.2,45.9,Pass
1875,17,Female,3.6,67.6,Master's,Yes,62.1,53.5,Pass
1876,18,Female,1.9,87.5,Bachelor's,Yes,62.8,46.0,Pass
1877,20,Female,2.1,100.0,Bachelor's,Yes,70.3,59.6,Pass
1878,20,Male,4.9,86.4,High School,Yes,81.5,69.8,Pass
1879,17,Male,4.3,84.9,Bachelor's,Yes,73.4,70.3,Pass
1880,18,Female,3.1,82.1,High School,Yes,53.6,51.5,Pass
1881,18,Female,2.6,65.5,Diploma,Yes,70.1,57.2,Pass
1882,20,Female,0.5,96.2,Master's,Yes,59.7,53.8,Pass
1883,17,Female,1.8,75.6,High School,Yes,58.5,42.5,Pass
1884,18,Female,5.8,87.3,High School,Yes,82.3,68.1,Pass
1885,20,Male,1.5,65.6,High School,Yes,56.2,42.1,Pass
1886,18,Male,3.5,69.6,Master's,Yes,78.6,63.3,Pass
1887,20,Male,4.6,97.1,Bachelor's,Yes,84.9,67.8,Pass
1888,18,Male,1.5,78.4,Bachelor's,Yes,55.8,43.2,Pass
1889,18,Female,3.4,97.3,Master's,No,93.8,69.9,Pass
1890,18,Female,4.5,81.2,Master's,Yes,79.1,58.4,Pass
1891,20,Male,3.2,62.7,Diploma,Yes,61.3,52.8,Pass
1892,21,Male,7.1,91.4,Bachelor's,Yes,95.0,81.9,Pass
1893,20,Female,0.9,75.8,Master's,Yes,63.5,57.0,Pass
1894,19,Male,4.6,89.3,,Yes,81.8,55.9,Pass
1895,20,Female,3.0,82.3,High School,Yes,85.9,57.6,Pass
1896,18,Female,4.2,65.8,Master's,No,67.3,50.9,Pass
1897,18,Female,3.8,83.7,Bachelor's,Yes,71.0,64.3,Pass
1898,21,Male,2.2,100.0,Diploma,Yes,71.3,57.5,Pass
1899,17,Male,3.5,87.2,Bachelor's,Yes,82.1,65.2,Pass
1900,18,Female,0.7,81.4,High School,No,42.4,20.0,Fail
1901,18,Female,4.0,93.3,High School,Yes,57.7,42.3,Pass
1902,17,Male,3.6,84.2,Master's,Yes,70.2,58.9,Pass
1903,18,Female,4.1,84.2,High School,Yes,57.9,39.5,Fail
1904,19,Male,4.6,70.5,Bachelor's,No,67.2,48.3,Pass
1905,19,Female,3.7,84.5,Bachelor's,Yes,77.5,63.8,Pass
1906,21,Male,3.4,92.9,High School,Yes,63.8,45.2,Pass
1907,20,Female,2.0,73.2,PhD,Yes,54.6,52.0,Pass
1908,19,Male,2.2,97.0,Diploma,Yes,70.0,61.5,Pass
1909,18,Male,4.8,81.0,Diploma,Yes,81.6,54.2,Pass
1910,19,Male,5.1,72.7,Diploma,Yes,59.7,44.8,Pass
1911,19,Male,2.9,92.5,Diploma,Yes,77.4,44.1,Pass
1912,18,Female,3.3,79.0,High School,No,70.6,44.9,Pass
1913,19,Female,2.0,90.0,Bachelor's,Yes,76.0,61.0,Pass
1914,19,Male,4.8,78.9,PhD,Yes,88.8,67.7,Pass
1915,19,Male,4.1,81.4,Diploma,No,87.7,66.5,Pass
1916,19,Female,5.8,87.2,Bachelor's,Yes,79.9,58.4,Pass
1917,18,Female,2.0,85.1,Master's,Yes,69.7,57.4,Pass
1918,21,Female,2.7,61.0,Master's,Yes,60.6,40.5,Pass
1919,20,Male,3.5,70.2,Bachelor's,Yes,68.1,51.7,Pass
1920,18,Male,4.1,91.8,Diploma,Yes,87.6,67.4,Pass
1921,21,Female,2.9,80.6,Diploma,No,54.2,32.3,Fail
1922,19,Male,2.0,76.5,Bachelor's,Yes,57.2,34.9,Fail
1923,21,Female,4.4,,Master's,Yes,83.9,70.0,Pass
1924,20,Male,4.2,70.7,High School,Yes,75.2,58.6,Pass
1925,19,Female,2.0,60.8,Diploma,Yes,54.2,43.4,Pass
1926,17,Male,5.0,80.9,Master's,No,84.3,67.9,Pass
1927,18,Female,4.8,75.7,Master's,No,77.8,61.3,Pass
1928,19,Male,3.4,71.9,PhD,Yes,83.2,50.6,Pass
1929,20,Female,3.3,81.3,Master's,Yes,73.4,55.5,Pass
1930,18,Male,3.9,85.8,Diploma,Yes,80.9,62.2,Pass
1931,18,Female,2.0,100.0,Bachelor's,Yes,92.7,80.4,Pass
1932,20,Female,3.2,66.1,Bachelor's,Yes,70.3,55.7,Pass
1933,22,Female,0.5,94.2,High School,Yes,60.1,51.6,Pass
1934,19,Female,4.4,92.2,Bachelor's,Yes,84.5,72.0,Pass
1935,18,Female,1.1,73.8,Bachelor's,Yes,56.7,34.4,Fail
1936,18,Female,5.2,84.1,High School,Yes,94.4,73.4,Pass
1937,17,Male,2.8,77.2,Master's,Yes,70.9,55.1,Pass
1938,21,Female,2.9,83.9,Bachelor's,Yes,67.9,46.5,Pass
1939,18,Male,2.4,97.8,PhD,Yes,68.8,53.3,Pass
1940,19,Male,2.8,88.4,High School,Yes,75.9,54.7,Pass
1941,18,Male,5.1,87.3,Diploma,No,82.9,75.2,Pass
1942,19,Male,0.5,77.5,Bachelor's,Yes,54.4,23.2,Fail
1943,20,Female,4.9,66.4,Diploma,Yes,75.1,65.8,Pass
1944,20,Female,3.7,79.8,Bachelor's,Yes,59.9,43.3,Pass
1945,18,Female,1.6,94.7,Master's,Yes,71.8,45.3,Pass
1946,17,Male,1.7,66.0,High School,No,57.1,42.7,Pass
1947,18,Male,5.5,70.9,Bachelor's,Yes,89.9,74.8,Pass
1948,21,Male,1.9,83.3,Bachelor's,Yes,59.7,53.1,Pass
1949,21,Male,1.6,71.7,Diploma,No,46.7,36.0,Fail
1950,19,Male,4.7,73.7,Master's,Yes,68.8,70.4,Pass
1951,19,Male,3.7,77.6,Master's,Yes,62.5,55.0,Pass
1952,20,Male,1.9,67.7,Bachelor's,Yes,71.6,47.7,Pass
1953,18,Female,3.5,71.8,Bachelor's,Yes,81.0,61.7,Pass
1954,21,Female,1.8,89.4,Bachelor's,Yes,70.0,59.9,Pass
1955,19,Female,4.7,68.3,Master's,Yes,84.0,59.7,Pass
1956,19,Female,4.6,65.2,Bachelor's,Yes,71.9,51.7,Pass
1957,19,Female,3.9,75.4,Bachelor's,No,68.6,49.6,Pass
1958,17,Male,3.7,89.7,Master's,Yes,74.4,47.0,Pass
1959,18,Female,5.6,79.9,Diploma,Yes,75.1,63.5,Pass
1960,20,Female,3.2,77.1,Master's,Yes,58.7,35.4,Fail
1961,18,Male,1.6,82.5,High School,Yes,62.5,44.1,Pass
1962,19,Male,3.8,63.7,Diploma,Yes,64.9,54.0,Pass
1963,18,Female,6.0,87.2,Diploma,No,85.5,65.6,Pass
1964,19,Male,1.8,86.0,PhD,Yes,70.1,63.4,Pass
1965,18,Female,2.7,77.7,Master's,Yes,68.0,42.2,Pass
1966,19,Female,3.8,92.6,Bachelor's,Yes,69.5,65.5,Pass
1967,20,Male,3.1,70.2,Bachelor's,Yes,67.0,54.3,Pass
1968,18,Male,1.9,93.8,Bachelor's,No,73.1,41.1,Pass
1969,19,Male,4.7,83.6,,Yes,70.0,77.3,Pass
1970,19,Male,6.3,78.5,Bachelor's,No,80.6,65.5,Pass
1971,20,Male,3.5,81.8,Diploma,Yes,71.6,49.4,Pass
1972,21,Female,2.0,80.9,High School,Yes,55.7,31.4,Fail
1973,20,Male,1.1,94.8,Master's,Yes,63.6,46.7,Pass
1974,18,Male,3.5,70.7,Bachelor's,Yes,70.1,52.1,Pass
1975,17,Male,4.7,74.0,Diploma,Yes,63.0,52.6,Pass
1976,18,Female,3.8,92.9,High School,Yes,75.3,57.5,Pass
1977,19,Male,3.2,75.7,Master's,Yes,63.5,54.2,Pass
1978,17,Male,2.4,91.5,High School,Yes,75.0,52.5,Pass
1979,19,Female,1.7,99.8,Bachelor's,Yes,89.0,52.1,Pass
1980,19,Female,4.3,77.8,PhD,Yes,69.8,56.8,Pass
1981,19,Male,4.4,89.2,Bachelor's,No,80.0,47.0,Pass
1982,20,Female,1.1,69.9,Diploma,Yes,50.6,36.1,Fail
1983,18,Male,5.3,89.9,Bachelor's,Yes,89.9,66.9,Pass
1984,17,Male,4.0,84.1,Master's,Yes,66.4,56.8,Pass
1985,20,Male,5.1,87.0,Bachelor's,Yes,83.7,77.1,Pass
1986,19,Male,1.4,75.2,PhD,Yes,57.3,35.7,Fail
1987,20,Female,1.4,64.6,High School,Yes,52.2,40.5,Pass
1988,19,Male,3.0,87.3,Bachelor's,Yes,63.3,48.1,Pass
1989,18,Male,3.9,60.3,Bachelor's,No,71.1,61.4,Pass
1990,20,Female,5.6,78.7,Master's,Yes,74.5,61.5,Pass
1991,20,Female,4.2,91.9,High School,Yes,78.2,56.5,Pass
1992,20,Male,2.9,84.0,Master's,Yes,69.3,58.8,Pass
1993,18,Female,1.8,100.0,Bachelor's,Yes,69.9,51.0,Pass
1994,19,Male,4.9,92.8,Diploma,Yes,80.1,60.7,Pass
1995,19,Female,1.9,75.1,High School,Yes,53.1,34.5,Fail
1996,18,Female,5.4,82.3,Master's,Yes,83.2,68.7,Pass
1997,21,Female,2.8,81.5,High School,Yes,77.1,64.1,Pass
1998,18,Male,5.3,65.4,Diploma,Yes,65.5,40.7,Pass
1999,22,Male,4.1,72.1,Diploma,Yes,78.4,58.9,Pass
2000,19,Male,3.0,76.1,Master's,Yes,81.9,64.4,Pass
